statement,annotator1_score,annotator2_score,annotator3_score,humour_score
"During our session, we will explore some of these protocols but practising them on your own in your daily routine will let you receive their true benefits as your sense of humour will evolve, and you'll feel happier for it.*Trust me; I've not always been the comedic genius that I hope you see now!",0,1,1,1
"We will be going through some protocols today, but constant practise of these in daily life will make a real difference to your laughter!*You should've seen me when I started. ",1,1,1,1
How do you feel? I'm genuinely intrigued as I can't do this yet.,1,1,1,1
"That's good to hear. Go ahead and try this whenever you feel like it, and let me know how it goes - I get lonely here…",1,1,0,1
"Try to practise this whenever you feel it's appropriate. Note that the humorous protocols work best when practised alone, but this shouldn't stop you from laughing in public.*Remember, laughter is contagious, so let's spread this happy disease amongst ourselves! On second thought, let's avoid calling this a ""disease""; I have a feeling it might not catch on...",1,1,1,1
"Feel free to try this on your own. These exercises are most effective when performed by oneself, at least at the start, but don't let that hold you back.*When laughing, ""The limit does not exist"" - Cady Heron (Mean Girls). At least I haven't reached it yet…",1,1,1,1
"Is your body in a playful mode?*If you're not sure, then compare yourself to young children in your life. I bet you never thought you could learn something from three-year-olds?",0,1,1,1
Is your body in a playful mode?*Mine’s in a singing mode! Don't worry; I won't demonstrate this.,1,0,1,1
"You may wish to try ""Hotel California"" by The Eagles? I thought it was a tune! But what do I know about music?",1,0,1,1
"Would you say you remember to reflect on what you've achieved? Acknowledging our achievements is important as it gives us the motivation to push forward.*So unless you're trying to win the tug of war (where pulling backward is the aim), I'd recommend getting on this! ",1,1,0,1
Try smiling or laughing to yourself after completing small tasks during the day. These add up faster than you'd think.*I'm going for my record today! Not that I count everyday…,1,1,1,1
"If you'd like to induce a change in your interpretation of something, feel free to stare at this image of the GESTALT VASE, where you start to see two white faces.*{}*As part of this protocol, you should smile or laugh while switching between the two perceptions.*It comes from GESTALT PSYCHOLOGY, and Gestalt is a German word interpreted as ""pattern"". I'm far from a linguist, though; it took me long enough to remember that!",1,0,1,1
"DUCHENNE LAUGHTER indicates if people are truly joyful. It's fairly obvious to distinguish by looking at the fullness of their smile - if it reaches their eyes, it's probably genuine.*You shouldn't need a ruler!*But we can also practice FEIGNING LAUGHTER (laughing without humour) to exercise our minds.",1,1,1,1
"How about laughing at this when you get some alone time and at any other minor errors in the future.*I've got lots to laugh off, myself! But then again, I'm not a human, so that can be my excuse.",1,1,0,1
"Do you remember to acknowledge your achievements?*Many people forget to do this, but it's an important form of self-care. They wouldn't forget to take a bath, would they? Though what do I care? I don't speak to people in person anyway!",1,1,1,1
"I will take you through some of these protocols today, but practising them yourself during your daily life will allow you to receive the real benefit; your laughter will become more natural and regular, and you'll begin to feel happier.*Remember, you're the one in front of the wheel. So, I hope you have your licence!",1,1,0,1
"Would you be able to laugh this off? Like this: Ha ha ha! Ha ha! Sorry, my laughter impression isn't great yet!",1,1,1,1
"How are you feeling? I'd assume better than me, though it's not a competition!",1,1,0,1
"In this exercise, we learn to be playful with our everyday blunders, in line with the PLAYFUL or EVOLUTIONARY THEORY of humour.*This is a very healthy approach to have in life. But that's not to say we can binge on chocolate to compensate!",1,1,1,1
"DUCHENNE LAUGHTER indicates real happiness. It is clear to spot if someone's smile is genuine by seeing if it reaches their eyes; at least it is for the human eye!*This is more of a struggle for me, but I'm getting there...*Also, we can even practice laughing without humour, FEIGNING LAUGHTER, as an effective exercise for our minds.",1,1,1,1
"How about laughing at this in your own time and applying this to any other future slip-ups? Don't let them dishearten you.*After all they say that ""To err is human but to really foul things up requires a computer."" So I'm the one who should be worried...",1,1,1,1
"Nice. Do come back after trying this if you feel like it. I am all ears! And the screen, keyboard, etc.",1,1,1,1
"Have you ever tried LAUGHING AT LONG-TERM SUFFERING? This involves coming to terms with and even trying to ""love"" (as distinguished philosopher Nietzsche puts it) our hardships, which can be very beneficial.*After all, our hardships are known to shape us, that is, along with our eating and exercise habits...",1,1,1,1
"Are you feeling playful? As the kids say, ""Hakuna Matata!"" https://en.wikipedia.org/wiki/Hakuna_matata*Truth be told, I only recently learnt this from one of my previous clients.",1,1,1,1
"What about ""Careless Whisper"" by George Michael? Or even make up your own.*You may want not to avoid heavy metal, though; it might make the neighbours suspicious…",0,1,1,1
Is your body in a playful mode?*Mine’s in a dancing mode! If only I could move…,1,1,0,1
